"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"15371","Gekka Ryouran Romance","PSP","2011","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15373","Ore no Yome: Anata Dake no Hanayome","X360","2010","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15374","Resident Evil Zero","PC","2016","Action","Capcom",0.01,0.01,0,0,0.02,NA,NA,1,NA,"",""
"15377","Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!","DS","2009","Misc","PlayV",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15379","Back to the Future: The Game","X360","2015","Adventure","Telltale Games",0.02,0,0,0,0.02,NA,NA,74,10,"Telltale Games",""
"15380","Sniper Elite V2","WiiU","2013","Shooter","505 Games",0,0.02,0,0,0.02,58,5,57,30,"Rebellion","M"
"15381","Moujuutsukai to Oujisama: Snow Bride","PS2","2011","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15382","Detective Jinguuji Saburo: Ronde Revenge","3DS","2012","Action","Arc System Works",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15385","Tsuyo Kiss 2 Portable","PSP","2010","Adventure","NetRevo",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15386","Paragon","PS4","2016","Action","Epic Games",0.02,0,0,0,0.02,NA,NA,60,96,"Epic Games",""
"15387","Order of War","PC","2009","Strategy","Square Enix",0,0.01,0,0,0.02,69,39,72,73,"Wargaming.net","T"
"15391","Vampire Mansion: Linda Hyde","DS","2011","Adventure","Unknown",0,0.02,0,0,0.02,NA,NA,1,NA,"Easy Interactive","E10+"
"15393","Robotics;Notes","X360","2012","Adventure","5pb",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15397","T.A.C. Heroes : Big Red One","DS","2010","Strategy","Storm City Games",0.02,0,0,0,0.02,NA,NA,97,NA,"Storm City Games","E10+"
"15399","Dungeons & Dragons: Shadow over Mystara","PS3","2013","Role-Playing","Capcom",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15404","Atari Flashback Classics: Volume 2","XOne","2016","Misc","Atari",0.02,0,0,0,0.02,NA,NA,97,NA,"Atari, Atari SA","E"
"15406","Hakuoki: Shinkai - Hana no Shou","PSV","2016","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15407","Hot 'n' Cold","DS","2009","Action","Majesco Entertainment",0.02,0,0,0,0.02,NA,NA,1,NA,"",""
"15408","Nisenochigiri","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15409","Sacred 3","PC","2014","Role-Playing","Deep Silver",0,0.02,0,0,0.02,57,47,13,544,"Deep Silver","M"
"15410","Pro Evolution Soccer 2017","PC","2016","Sports","Konami Digital Entertainment",0,0.02,0,0,0.02,69,9,36,137,"Konami","E"
"15414","SAW","PC","2009","Action","Konami Digital Entertainment",0,0.02,0,0,0.02,55,6,59,31,"Zombie Studios","M"
"15416","Meikyuu Cross Blood: Reloaded","X360","2011","Action","Unknown",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15417","Livly Garden","DS","2010","Simulation","Marvelous Interactive",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15419","The Awakened Fate Ultimatum","PS3","2014","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02,65,20,72,23,"Nippon Ichi Software","T"
"15421","Xblaze: Lost Memories","PS3","2015","Adventure","Arc System Works",0.02,0,0,0,0.02,63,4,61,5,"Arc System Works","M"
"15422","Elminage III: Ankoku no Shito to Yaiyou no Kyuuden","PSP","2011","Role-Playing","Starfish",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15427","Natalie Brooks: Mystery at Hillcrest High","DS","2012","Action","Licensed 4U",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15428","Gal Gun","PS3","2012","Shooter","Alchemist",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15429","Hakuouki: Yuugi Roku DS","DS","2011","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15431","Toki no Kizuna: Hanayui Tsuzuri","PSP","2013","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15432","Rinne no Lagrange: Kamogawa Days","PS3","2012","Adventure","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15434","The Idolmaster: Gravure For You! Vol.8","PS3","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15435","Spirits and Demons: 5 Game Pack","PC","2015","Misc","Focus Multimedia",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15438","Net High","PSV","2015","Adventure","Marvelous Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15440","Hakuoki: Shinkai - Furi no Shou","PSV","2015","Action","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15443","Demolition Company: Gold Edition","PC","2011","Simulation","N/A",0,0.02,0,0,0.02,NA,NA,97,NA,"Giants Software",""
"15444","Onechanbara Special","PSP","2011","Action","D3Publisher",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15446","Jewel Master: Cradle Of Rome 2","DS","2011","Puzzle","Rising Star Games",0,0.02,0,0,0.02,NA,NA,97,NA,"Rising Star Games","E"
"15448","Saki: Achiga-Hen Portable","PSP","2013","Adventure","Alchemist",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15452","Winter Sports 2011","X360","2011","Sports","DTP Entertainment",0,0.02,0,0,0.02,NA,NA,1,NA,"DTP Entertainment",""
"15455","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7","PS3","2015","Misc","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15457","Chevrolet Camaro: Wild Ride","DS","2010","Racing","Storm City Games",0.02,0,0,0,0.02,NA,NA,97,NA,"Visual Impact","E"
"15458","Jinguuji Saburou DS: Akai Chou","DS","2010","Adventure","Arc System Works",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15459","Carmageddon: Max Damage","XOne","2016","Action","Stainless Games",0.01,0.01,0,0,0.02,52,15,70,12,"Stainless Games","M"
"15460","Stormrise","PC","2009","Strategy","Sega",0,0.02,0,0,0.02,42,15,48,22,"Creative Assembly","M"
"15462","UnchainBlades EXXiV","PSP","2012","Role-Playing","FuRyu",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15464","Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version","PSV","2015","Strategy","Tecmo Koei",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15467","Kawaii Koinu DS 3","DS","2010","Simulation","MTO",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15468","Hoppie","DS","2011","Platform","Jack of All Games",0.02,0,0,0,0.02,NA,NA,97,NA,"Jack of All Games","E"
"15470","Resident Evil 4 HD","XOne","2016","Shooter","Capcom",0.02,0,0,0,0.02,NA,NA,1,NA,"",""
"15472","Joker no Kuni no Alice: Wonderful Wonder World","PSP","2011","Adventure","Quinrose",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15473","Cross Treasures","DS","2009","Role-Playing","Square Enix",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15476","Fast & Furious: Showdown","PS3","2013","Action","Activision",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15477","Princess Isabella: A Witch's Curse","Wii","2010","Adventure","Destineer",0.02,0,0,0,0.02,NA,NA,97,NA,"Gogii Games","E"
"15478","Casper's Scare School: Spooky Sports Day","Wii","2009","Sports","Blast! Entertainment Ltd",0.02,0,0,0,0.02,NA,NA,97,NA,"Blast! Entertainment Ltd","E"
"15479","War Leaders: Clash of Nations","PC","2009","Strategy","CDV Software Entertainment",0,0.02,0,0,0.02,NA,NA,63,8,"Enigma Software Productions","T"
"15480","Ferrari Challenge Trofeo Pirelli Deluxe","Wii","2009","Racing","System 3 Arcade Software",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15482","Samurai & Dragons","PSV","2012","Action","Sega",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15483","Elminage Original: Majo to Megami to Kamigami no Yubiwa","PSP","2011","Role-Playing","Starfish",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15484","PDC World Championship Darts: Pro Tour","X360","2010","Sports","O-Games",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15486","RollerCoaster Tycoon World","PC","2016","Simulation","Atari",0,0.02,0,0,0.02,43,7,23,31,"Nvizzio Creations","E"
"15487","Oil Rush","PC","2012","Strategy","Iceberg Interactive",0,0.02,0,0,0.02,67,23,64,55,"Unigine Corp, Russia",""
"15489","Arslan: The Warriors of Legend","XOne","2016","Action","Tecmo Koei",0.01,0,0,0,0.02,NA,NA,57,12,"Omega Force","T"
"15490","Darksiders: Warmastered Edition","PS4","2016","Action","Nordic Games",0.02,0,0,0,0.02,79,9,84,15,"Nordic Games Publishing","M"
"15491","Uta no * Prince-Sama","PSP","2010","Adventure","Broccoli",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15492","Agatha Christie: The ABC Murders","PC","2016","Adventure","Microids",0,0.02,0,0,0.02,66,15,84,144,"Artefacts Studio",""
"15493","Elminage Gothic: Ulm Zakir to Yami no Gishiki","PSP","2012","Role-Playing","Starfish",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15495","Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!","3DS","2011","Action","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15497","Timmy Time","DS","2011","Action","Avanquest",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15498","Arcana Famiglia: Vascello Phantasma no Majutsushi","PSP","2012","Action","Comfort",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15499","Lara Croft and the Temple of Osiris","PC","2014","Action","Square Enix",0,0.02,0,0,0.02,73,17,53,52,"Nixxes Software","T"
"15500","The Legend of Heroes: Trails in the Sky Second Chapter","PS3","2013","Role-Playing","Falcom Corporation",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15501","Airport Simulator","PC","2011","Simulation","Unknown",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15505","Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days","PS2","2010","Action","Russel",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15506","Vitamin R","PSP","2013","Adventure","D3Publisher",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15507","Angelique Retour","PSV","2015","Action","Tecmo Koei",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15508","Fist of the North Star: Ken's Rage 2","WiiU","2013","Fighting","Tecmo Koei",0,0,0.02,0,0.02,40,4,57,18,"Koei","M"
"15511","Gakuen K: Wonderful School Days","PSP","2014","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15515","Dynasty Warriors 8: Empires","PSV","2015","Action","Tecmo Koei",0,0,0.02,0,0.02,70,15,73,9,"Omega Force","T"
"15516","Puzzle City","DS","2009","Puzzle","Destineer",0.02,0,0,0,0.02,NA,NA,97,NA,"Destineer","E"
"15517","Dance! It's Your Stage","PS3","2011","Misc","DTP Entertainment",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15518","CV Casting Voice","PS3","2014","Adventure","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15519","Pastel Chime Continue","PSP","2010","Adventure","5pb",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15522","Ro-Kyu-Bu! Lost Secret","PSP","2013","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15524","Tenkai Knights: Brave Battle","3DS","2014","Action","Namco Bandai Games",0.01,0.01,0,0,0.02,26,10,23,22,"Bandai Namco Games","E10+"
"15527","Devil Survivor: Over Clock","3DS","2015","Strategy","Atlus",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15530","Kokoro Connect: Yochi Random","PSP","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15532","Warship Gunner 2 Portable","PSP","2009","Simulation","Tecmo Koei",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15533","Downtown Nekketsu Jidaigek","3DS","2015","Action","Arc System Works",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15536","Battle Princess of Arcadias","PS3","2013","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02,69,22,78,25,"ApolloSoft","T"
"15537","Chuck E. Cheese's Super Collection","Wii","2011","Action","UFO Interactive",0.02,0,0,0,0.02,NA,NA,97,NA,"UFO Interactive","E"
"15540","X-Plane 10 Global","PC","2013","Simulation","Aerosoft",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15541","Drakensang: The Dark Eye","PC","2009","Role-Playing","Eidos Interactive",0.02,0,0,0,0.02,NA,NA,1,NA,"",""
"15542","WRC 2: FIA World Rally Championship","PC","2011","Racing","Ubisoft",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15544","StormLover Karen!!","PSP","2011","Adventure","D3Publisher",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15546","Steins;Gate: Hiyoku Renri no Darling","PS3","2012","Adventure","5pb",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15550","Hana to Otome ni Shukufuku o: Harekaze no Okurimono","PS2","2010","Adventure","Alchemist",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15551","Otoko Yukaku","PSV","2015","Action","D3Publisher",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15552","Mount & Blade Collection","PC","2012","Role-Playing","Paradox Interactive",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15553","Ridge Racer Unbounded","PC","2012","Racing","Namco Bandai Games",0,0.02,0,0,0.02,72,9,59,83,"Bugbear","T"
"15555","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15557","Date-A-Live Twin Edition: Rio Reincarnation","PSV","2015","Action","Compile Heart",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15559","Natsuiro High School: Seishun Hakusho","PS4","2015","Action","D3Publisher",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15561","Heroes VS","PSP","2013","Fighting","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15562","Mini Ninjas","PC","2009","Action","Eidos Interactive",0,0.02,0,0,0.02,74,14,82,78,"Io Interactive","E10+"
"15564","Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi","PSV","2015","Adventure","dramatic create",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15565","Kazoku Keikaku","PSP","2010","Adventure","CyberFront",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15566","Resident Evil 5 HD","XOne","2016","Action","Capcom",0.02,0,0,0,0.02,NA,NA,1,NA,"",""
"15568","Jelly Belly: Ballistic Beans","Wii","2009","Puzzle","Zoo Digital Publishing",0.02,0,0,0,0.02,NA,NA,97,NA,"Zoo Digital Publishing","E"
"15569","Army Rescue","Wii","2009","Shooter","UFO Interactive",0.02,0,0,0,0.02,NA,NA,97,NA,"UFO Interactive, CyberPlanet Interactive Public Co., Ltd.","E"
"15570","Tom Clancy's Splinter Cell Classic Trilogy HD","PS3","2011","Action","Ubisoft",0.02,0,0,0,0.02,67,21,67,29,"Ubisoft","M"
"15571","Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)","PC","2009","Shooter","Activision",0.02,0,0,0,0.02,NA,NA,1,NA,"",""
"15573","Amatsumi Sora ni! Kumo no Hatate ni","PSV","2015","Adventure","Prototype",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15574","Dark Tales: Edgar Allan Poe's The Premature Burial","PC","2012","Puzzle","Focus Multimedia",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15576","Mount & Blade: Warband","PC","2010","Role-Playing","Paradox Interactive",0.01,0.01,0,0,0.02,NA,NA,1,NA,"",""
"15580","Kung Fu Panda: Showdown of Legendary Legends","PS3","2015","Action","Little Orbit",0,0.02,0,0,0.02,NA,NA,97,NA,"Vicious Cycle, Little Orbit","E10+"
"15581","Kung Fu Panda: Showdown of Legendary Legends","X360","2015","Action","Little Orbit",0,0.02,0,0,0.02,NA,NA,67,4,"Vicious Cycle, Little Orbit","E10+"
"15583","Mighty No. 9","XOne","2016","Platform","Deep Silver",0.02,0,0,0,0.02,55,13,41,94,"Inti Creates","E10+"
"15588","Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome","PSP","2010","Misc","Karin Entertainment",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15592","Elven Legacy","PC","2009","Strategy","Paradox Interactive",0.02,0,0,0,0.02,71,27,70,38,"1C:Ino-Co","T"
"15594","Muchi Muchi Pork & Pink Sweets","X360","2011","Shooter","Cave",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15595","Trapped Dead","PC","2011","Strategy","Iceberg Interactive",0,0.02,0,0,0.02,50,14,46,57,"Headup Games, Crenetic Studios",""
"15596","Meiji Toukyou Renka","PSP","2013","Adventure","Broccoli",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15598","Mushihimesama","X360","2012","Action","Cave",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15599","Higurashi no Naku Koro ni: Jan","PSP","2009","Misc","AQ Interactive",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15600","Ratchet & Clank Collection","PSV","2014","Action","Sony Computer Entertainment",0,0.01,0,0,0.02,NA,NA,1,NA,"",""
"15602","Winning Post 8 2016","PS4","2016","Simulation","Tecmo Koei",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15603","Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15604","Triggerheart Excelica Enhanced","PS2","2009","Shooter","Alchemist",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15608","Battle Spirits: Kiseki no Hasha","PSP","2009","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15609","Maximum Racing: Crash Car Racer","Wii","2010","Racing","Nordic Games",0.01,0.01,0,0,0.02,NA,NA,97,NA,"Nordic Games Publishing","E"
"15613","Kamen Rider: Battride War II","WiiU","2014","Action","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15614","Niko Puchi Girls Runway","3DS","2015","Misc","Happinet",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15615","uDraw Studio: Instant Artist","X360","2011","Misc","THQ",0.01,0.01,0,0,0.02,54,5,56,6,"THQ","E"
"15616","The Testament of Sherlock Holmes","X360","2012","Adventure","Focus Home Interactive",0,0.02,0,0,0.02,64,24,75,30,"Frogwares","M"
"15617","Seitokai no Ichizon: DS-suru Seitokai","DS","2010","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15618","Disney Infinity","PSV","2013","Action","Disney Interactive Studios",0.01,0,0,0,0.02,NA,NA,1,NA,"",""
"15621","The Crew: Wild Run","XOne","2015","Action","Ubisoft",0,0.02,0,0,0.02,65,5,65,21,"Ivory Tower","T"
"15623","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8","PS3","2016","Misc","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15626","Winter Blast: 9 Snow & Ice Games","Wii","2010","Sports","Destineer",0.02,0,0,0,0.02,NA,NA,1,NA,"",""
"15627","Coven and Labyrinth of Refrain","PSV","2016","Action","Nippon Ichi Software",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15628","Marvel Avengers: Battle for Earth","X360","2012","Action","Ubisoft",0.02,0,0,0,0.02,62,11,72,12,"Ubisoft Quebec","T"
"15629","Natsuiro High School: Seishun Hakusho","PS3","2015","Action","D3Publisher",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15630","Uppers","PSV","2016","Action","Marvelous Entertainment",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15632","Lovely x Cation 1 & 2","PSV","2015","Action","5pb",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15635","Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special","PS3","2015","Action","Arc System Works",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15642","Military History: Commander - Europe at War","PSP","2009","Strategy","Slitherine Software",0,0.01,0,0.01,0.02,NA,NA,1,NA,"",""
"15645","Poyo Poyo Kansatsu Nikki","3DS","2012","Action","IE Institute",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15648","7 Roses: A Darkness Rises","PC","2015","Misc","Avanquest Software",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15649","Nil Admirari no Tenbin: Teito Genwaku Toukidan","PSV","2016","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15651","Reversal Challenge","DS","2009","Misc","Tommo",0.02,0,0,0,0.02,NA,NA,97,NA,"UFO Interactive","E"
"15652","Darksiders","PS3","2010","Action","THQ",0.01,0,0,0,0.02,82,73,78,319,"Vigil Games","M"
"15654","Miyako","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15655","Motto NUGA-CEL!","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15659","11eyes: CrossOver","PSP","2010","Adventure","5pb",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15660","Gon: BakuBakuBakuBaku Adventure","3DS","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15662","Earth Seeker","Wii","2011","Role-Playing","Kadokawa Shoten",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15663","The Crew: Wild Run","PC","2015","Action","Ubisoft",0,0.02,0,0,0.02,74,6,73,41,"Ivory Tower","T"
"15665","IGT Slots: Lucky Larry's Lobstermania","PC","2011","Simulation","Masque Publishing",0.02,0,0,0,0.02,NA,NA,97,NA,"",""
"15666","Atlantic Quest","PC","2011","Puzzle","Avanquest",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15667","Bakumatsu Rock: Ultra Soul","PSV","2014","Misc","Marvelous Interactive",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15669","Tantei Opera: Milky Holmes","PSP","2010","Adventure","Unknown",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15670","PopCap Hits!","X360","2011","Misc","PopCap Games",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15671","Entaku no Seito: The Eternal Legend","PSP","2012","Role-Playing","Kadokawa Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15672","New Atelier Rorona: Hajimari no Monogatari","3DS","2015","Action","Tecmo Koei",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15673","WorldShift","PC","2009","Strategy","Playlogic Game Factory",0.02,0,0,0,0.02,63,9,80,8,"Black Sea Studios","T"
"15674","My Hero: Doctor","DS","2009","Action","Majesco Entertainment",0.02,0,0,0,0.02,NA,NA,97,NA,"Majesco Games, Majesco","E10+"
"15677","Pillars of Eternity","PC","2014","Role-Playing","Paradox Interactive",0,0.02,0,0,0.02,89,71,82,2191,"Obsidian Entertainment","M"
"15679","Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses","PSP","2010","Action","Takara Tomy",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15681","Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.","PSV","2016","Adventure","N/A",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15682","Germany's Next Topmodel 2011","Wii","2011","Simulation","7G//AMES",0,0.02,0,0,0.02,NA,NA,1,NA,"",""
"15683","Heavy Fire: Afghanistan","PC","2011","Shooter","Mastiff",0.02,0,0,0,0.02,NA,NA,31,5,"",""
"15686","Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen","DS","2010","Simulation","Square Enix",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15687","Garfield Gets Real","DS","2009","Action","Zushi Games",0,0.02,0,0,0.02,39,4,97,NA,"PAWS","E"
"15688","SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen","DS","2010","Action","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15690","Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi","PS2","2010","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15691","Crime Scene","DS","2009","Adventure","Nobilis",0,0.02,0,0,0.02,54,7,97,NA,"White Birds Productions","M"
"15693","Starry ? Sky: After Summer","PSP","2013","Misc","Asgard",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15694","Thomas & Friends: Hero of the Rails","Wii","2010","Misc","Unknown",0,0.01,0,0,0.02,NA,NA,1,NA,"",""
"15699","Ketsui: Kizuna Jigoku Tachi Extra","X360","2010","Shooter","5pb",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15702","Suzumiya Haruhi-Chan no Mahjong","PSP","2011","Misc","Kadokawa Shoten",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15705","James Bond 007: Blood Stone","PC","2010","Shooter","Activision",0.02,0,0,0,0.02,63,17,70,72,"Bizarre Creations","T"
"15711","Casper's Scare School: Spooky Sports Day","DS","2009","Sports","Blast! Entertainment Ltd",0.02,0,0,0,0.02,NA,NA,97,NA,"The Code Monkeys","E"
"15712","Koisuru Otome to Shugo no Tate Portable","PSP","2010","Adventure","Alchemist",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15713","PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana","3DS","2012","Action","Irem Software Engineering",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15717","Grisaia no Rakuen: Le Eden de la Grisaia","PSV","2014","Adventure","Prototype",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15719","Nodame Cantabile: Tanoshii Ongaku no Jikan Desu","DS","2010","Misc","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15721","Princess Frontier Portable","PSP","2011","Adventure","Alchemist",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15722","Rock Blast","Wii","2010","Puzzle","UFO Interactive",0.02,0,0,0,0.02,NA,NA,97,NA,"UFO Interactive","E"
"15726","Voodoo Chronicles: First Sign","PC","2011","Adventure","ValuSoft",0.02,0,0,0,0.02,NA,NA,1,NA,"",""
"15729","Prince of Stride","PSV","2015","Adventure","Kadokawa Games",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15732","Ben 10 Omniverse 2","3DS","2013","Action","Namco Bandai Games",0,0.02,0,0,0.02,NA,NA,75,5,"1st Playable Productions","E10+"
"15735","Kimikare: New Semester","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
"15737","Prototype: Biohazard Bundle","PS4","2016","Action","Activision",0.01,0,0,0,0.02,48,4,19,53,"Radical Entertainment","M"
"15740","Elminage II: Sousei no Megami to Unmei no Daichi","PSP","2009","Role-Playing","Starfish",0,0,0.02,0,0.02,NA,NA,1,NA,"",""
